name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Bennett's War,PG-13,Sport,2019,"August 30, 2019 (United States)",5.9,691.0,Alex Ranarivelo,Alex Ranarivelo,Michael Roark,United States,,1067629.0,ESX Entertainment,94.0
Bennett's War,PG-13,Sport,2019,"August 30, 2019 (United States)",5.9,691.0,Alex Ranarivelo,Alex Ranarivelo,Michael Roark,United States,,1067629.0,ESX Entertainment,94.0
